spec_name,threshold,k,parent_depth,child_depth,terminal_offset,first_parent_depth,weights,rho,parent_potential,persistent_potential,immigration_potential,child_potential,realized_retention,recurrence_absolute_error,mass_relative_error,parent_minimum_threshold_gap,child_minimum_threshold_gap,total_mass,source_kind,source,source_sha256,source_sha256_verified
frontier_t_1_20,1/20,20,6,7,12,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.089705313153978,1.0742279306805964,0,1.0742279306805969,0.98579672661356055,4.4408920985006262e-16,0,7.3835298223356993e-05,3.341048985111561e-05,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,7,8,11,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.0742279306805969,1.0570924828139612,0.013332927689311163,1.0704254105032722,0.98404859213092777,1.1622647289044608e-16,0,3.341048985111561e-05,5.0060467318147062e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,8,9,10,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.0704254105032722,1.0444791703933527,0.014179461900088626,1.0586586322934415,0.97576081448055252,1.5959455978986625e-16,0,5.0060467318147062e-06,5.5865371546282017e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,9,10,9,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.0586586322934415,1.0220128546484111,0.021106195681263505,1.0431190503296748,0.96538470803790433,2.0122792321330962e-16,0,5.5865371546282017e-06,6.5300813051338835e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,10,11,8,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.0431190503296746,0.993557669932294,0.031254062459934673,1.0248117323922286,0.9524873211914624,1.1102230246251565e-16,0,6.5300813051338835e-06,1.9445253995886702e-07,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,11,12,7,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.0248117323922286,0.95869357093754903,0.041661353222366554,1.0003549241599157,0.93548262635485324,8.3266726846886741e-17,0,1.9445253995886702e-07,2.8430701132231562e-07,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,12,13,6,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,1.0003549241599159,0.91143722799063132,0.055136009537986287,0.96657323752861757,0.91111385167223879,3.4694469519536142e-17,0,2.8430701132231562e-07,1.8224490153095907e-08,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,13,14,5,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,0.9665732375286179,0.85135325469936574,0.072013329005369456,0.92336658370473512,0.88079539309007526,6.9388939039072284e-17,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,14,15,4,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,0.92336658370473479,0.77579482153681123,0.090004602862998315,0.8657994243998095,0.84018074211020766,4.163336342344337e-17,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,15,16,3,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,0.86579942439980939,0.68792202388326973,0.10841316047888633,0.79633518436215622,0.79455126036859169,1.6653345369377348e-16,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,16,17,2,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,0.796335184362157,0.58146778118572839,0.11812143706780046,0.6995892182535286,0.73017969393311233,2.4980018054066022e-16,0,4.1619432761264008e-09,7.0104753946420573e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,17,18,1,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,0.69958921825352904,0.45246637304862891,0.11950714601259599,0.57197351906122473,0.64676007182926087,1.6653345369377348e-16,3.8651488582220714e-16,7.0104753946420573e-10,1.6416976111877091e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_20,1/20,20,18,19,0,6,1;1078786101/1000000000;1083682611/1000000000;536218009/500000000;67979723/62500000;545358799/500000000;274436849/250000000,0.99442979319379898,0.57197351906122451,0.33731921072814475,0.13436942114963304,0.47168863187777776,0.58974620237976061,2.7755575615628914e-17,1.0307063621925525e-15,1.6416976111877091e-10,2.1812289474620883e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,3,4,15,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1.1027078467920295,1.1024366326955357,0,1.1024366326955359,0.99975404718731009,2.2204460492503131e-16,0,0.016797883546601278,0.0016527138851666345,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,4,5,14,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1.1024366326955359,1.1000147978831178,0,1.1000147978831181,0.99780319816977003,2.2204460492503131e-16,0,0.0016527138851666345,0.00090987607957593308,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,5,6,13,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1.1000147978831178,1.073702914832555,0,1.073702914832555,0.97608042809860573,0,0,0.00090987607957593308,7.3835298223356993e-05,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,6,7,12,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1.073702914832555,1.0318652823743732,0.017261551568071989,1.0491268339424453,0.96103425642212548,8.6736173798840355e-17,0,7.3835298223356993e-05,3.341048985111561e-05,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,7,8,11,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1.0491268339424453,0.99140679565010326,0.036165194134309103,1.0275719897844124,0.94498278337287422,8.3266726846886741e-17,0,3.341048985111561e-05,5.0060467318147062e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,8,9,10,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,1.0275719897844124,0.94477730761449663,0.04776647297883585,0.99254378059333237,0.91942687909653287,1.1102230246251565e-16,0,5.0060467318147062e-06,5.5865371546282017e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,9,10,9,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.99254378059333248,0.87989287110205017,0.069063002595666848,0.94895587369771695,0.88650283071247415,6.9388939039072284e-17,0,5.5865371546282017e-06,6.5300813051338835e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,10,11,8,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.94895587369771672,0.80310042233182666,0.088881054776246762,0.89198147710807341,0.84629901620446546,1.3877787807814457e-17,0,6.5300813051338835e-06,1.9445253995886702e-07,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,11,12,7,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.8919814771080733,0.71208275020692802,0.10876183257580704,0.82084458278273509,0.7983156247992933,2.7755575615628914e-17,0,1.9445253995886702e-07,2.8430701132231562e-07,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,12,13,6,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.82084458278273509,0.61237450624515255,0.12369911208221761,0.73607361832737017,0.74602978333504899,1.3877787807814457e-17,0,2.8430701132231562e-07,1.8224490153095907e-08,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,13,14,5,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.73607361832737039,0.50994398351802295,0.13079534132115028,0.64073932483917329,0.69278937706910748,5.5511151231257827e-17,3.8651488582220714e-16,1.8224490153095907e-08,4.8880130887329898e-08,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,14,15,4,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.64073932483917329,0.40805421999836305,0.12771583935932387,0.53577005935768696,0.63684903388875869,2.7755575615628914e-17,5.1535318109627625e-16,4.8880130887329898e-08,5.6210613941232168e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,15,16,3,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.53577005935768662,0.31705861541677482,0.117509770627698,0.43456838604447284,0.59178113796968002,1.3877787807814457e-17,1.2883829527406906e-16,5.6210613941232168e-10,4.1619432761264008e-09,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,16,17,2,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.43456838604447284,0.23298993038800517,0.091791917946481325,0.32478184833448653,0.53614100305069468,4.163336342344337e-17,0,4.1619432761264008e-09,7.0104753946420573e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,17,18,1,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.3247818483344867,0.15557935257180019,0.063222902201950287,0.21880225477375048,0.47902724049889622,0,3.8651488582220714e-16,7.0104753946420573e-10,1.6416976111877091e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_1_10,1/10,20,18,19,0,3,1;1103526563/1000000000;1098866751/1000000000;137889213/125000000;546296993/500000000;275665131/250000000,0.99958918106233585,0.21880225477375043,0.095927807570782356,0.049051186507032288,0.14497899407781467,0.43842239043640219,2.7755575615628914e-17,1.0307063621925525e-15,1.6416976111877091e-10,2.1812289474620883e-10,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,3,4,15,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,1.1096762369780404,1.106719658027967,0,1.1067196580279668,0.99733563822351912,2.2204460492503131e-16,0,0.016797883546601278,0.0016527138851666345,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,4,5,14,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,1.1067196580279668,1.0805126600084356,0,1.0805126600084356,0.97632011157529386,0,0,0.0016527138851666345,0.00090987607957593308,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,5,6,13,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,1.0805126600084356,1.0349089890704948,0.012500812115665793,1.0474098011861606,0.95779441312831559,1.0408340855860843e-17,0,0.00090987607957593308,7.3835298223356993e-05,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,6,7,12,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,1.0474098011861606,0.96340887108090245,0.033526893626570388,0.99693576470747303,0.91980127547963597,1.8735013540549517e-16,0,7.3835298223356993e-05,3.341048985111561e-05,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,7,8,11,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,0.99693576470747303,0.87520240196416499,0.062104075782793935,0.93730647774695908,0.87789247105702162,1.5265566588595902e-16,0,3.341048985111561e-05,5.0060467318147062e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,8,9,10,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,0.93730647774695897,0.77567123790485759,0.09016416131823933,0.86583539922309682,0.82755348044683263,9.7144514654701197e-17,0,5.0060467318147062e-06,5.5865371546282017e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,9,10,9,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,0.86583539922309694,0.66307164221996506,0.12117756776786137,0.78424920998782643,0.76581720130053677,0,0,5.5865371546282017e-06,6.5300813051338835e-06,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
frontier_t_3_20,3/20,20,10,11,8,3,69915253/62500000;133475237/125000000;1114108653/1000000000;1;1109159419/1000000000,0.99555767385283922,0.78424920998782643,0.5566036812409253,0.14042833394877757,0.69703201518970281,0.70972807387280024,5.5511151231257827e-17,0,6.5300813051338835e-06,1.9445253995886702e-07,3614308.0465103118,uncertified_float_candidate,eigvec_k20.npy,35fa2453500ce4dec5d8a504e7dc29acd8d4088d4d3ebdc366b2f8796fb91681,True
