k,parent_depth,child_depth,terminal_offset,parent_node_count,child_node_count,martingale_increment_num,martingale_increment_den,martingale_increment_decimal,envelope_num,envelope_den,envelope_decimal,increment_over_envelope_num,increment_over_envelope_den,increment_over_envelope_decimal,envelope_slack_num,envelope_slack_den,envelope_slack_decimal,envelope_applies,passes_envelope,envelope_scope,source_kind,source,source_sha256,source_sha256_verified,source_sha256_kind
12,1,2,10,1,3,1749241037241225532,4121881237567520223,0.424379291014,9,20,0.45,34984820744824510640,37096931138107682007,0.943065091141,2112110393283171367,82437624751350404460,0.0256207089864,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,2,3,9,3,9,445292429378635512,1373960412522506741,0.324094075288,81,200,0.405,9895387319525233600,12365643712702560669,0.800232284661,22232307538595943621,274792082504501348200,0.0809059247121,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,4,8,9,27,1021969315699470356,4121881237567520223,0.247937593734,729,2000,0.3645,2043938631398940712000,3004851422186722242567,0.680212877185,960912790787781530567,8243762475135040446000,0.116562406266,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,5,7,27,81,813078451263700802,4121881237567520223,0.197259067984,6561,20000,0.32805,16261569025274016040000,27043662799680500183103,0.601307934718,10782093774406484143103,82437624751350404460000,0.130790932016,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,6,81,243,663502693872710134,4121881237567520223,0.160970842106,59049,200000,0.295245,132700538774542026800000,243392965197124501647927,0.545211069133,110692426422582474847927,824376247513504044600000,0.134274157894,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,7,5,243,729,181279422301537914,1373960412522506741,0.131939334386,531441,2000000,0.2657205,120852948201025276000000,243392965197124501647927,0.496534269604,367620050988297676943781,2747920825045013482000000,0.133781165614,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,8,4,729,2187,150566595953480904,1373960412522506741,0.109585832737,4782969,20000000,0.23914845,1003777306356539360000000,2190536686774120514831343,0.458233506162,3560278141252743464494029,27479208250450134820000000,0.129562617263,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,9,3,2187,6561,377645143697219662,4121881237567520223,0.0916196081186,43046721,200000000,0.215233605,75529028739443932400000000,177433471628703761701338783,0.425675201224,101904442889259829301338783,824376247513504044600000000,0.123613996881,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,10,2,6561,19683,8209025582916946,111402195609932979,0.073688184851,387420489,2000000000,0.1937102445,16418051165833892000000000,43159493098873887981406731,0.380404170369,26741441933039995981406731,222804391219865958000000000,0.120022059649,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,11,1,19683,59049,230372911133227174,4121881237567520223,0.05589023503,3486784401,20000000000,0.17433922005,4607458222664543480000000000,14372111201925004697808441423,0.320583257249,9764652979260461217808441423,82437624751350404460000000000,0.11844898502,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,12,0,59049,177147,60854842841652422,1373960412522506741,0.0442915547544,31381059609,200000000000,0.156905298045,12170968568330484400000000000,43116333605775014093425324269,0.282282085476,30945365037444529693425324269,274792082504501348200000000000,0.112613743291,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
13,1,2,11,1,3,1437115481946543847,3356491115191757370,0.42816007331,9,20,0.45,2874230963893087694,3020842003672581633,0.951466829579,146611039779493939,6712982230383514740,0.0218399266895,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,3,10,3,9,147660891738208397,447532148692234316,0.32994476971,81,200,0.405,7383044586910419850,9062526011017744899,0.814678443729,1679481424107325049,22376607434611715800,0.0750552302897,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,4,9,9,27,427277048812012553,1678245557595878685,0.254597455586,729,2000,0.3645,170910819524805021200,244688202297479112273,0.698484103116,73777382772674091073,671298223038351474000,0.109902544414,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,5,8,27,81,1369964213197519399,6712982230383514740,0.204076841884,6561,20000,0.32805,1369964213197519399000,2202193820677312010457,0.622090662654,832229607479792611457,6712982230383514740000,0.123973158116,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,6,7,81,243,225291808465275907,1342596446076702948,0.167803072266,59049,200000,0.295245,11264590423263795350000,19819744386095808094113,0.56835195267,8555153962832012744113,67129822303835147400000,0.127441927734,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,7,6,243,729,185979792888080069,1342596446076702948,0.138522482635,531441,2000000,0.2657205,92989896444040034500000,178377699474862272847017,0.521308979305,85387803030822238347017,671298223038351474000000,0.127198017365,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,8,5,729,2187,194404082032318124,1678245557595878685,0.11583768606,4782969,20000000,0.23914845,777616328129272496000000,1605399295273760455623153,0.484375650605,827782967144487959623153,6712982230383514740000000,0.12331076394,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,9,4,2187,6561,130711589399583803,1342596446076702948,0.0973573181886,43046721,200000000,0.215233605,6535579469979190150000000,14448593657463844100608377,0.452333259895,7913014187484653950608377,67129822303835147400000000,0.117876286811,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,10,3,6561,19683,91530236341366877,1118830371730585790,0.0818088591926,387420489,2000000000,0.1937102445,18306047268273375400000000,43345780972391532301825131,0.422325930174,25039733704118156901825131,223766074346117158000000000,0.111901385307,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,11,2,19683,59049,148386951703574317,2237660743461171580,0.0663134267056,3486784401,20000000000,0.17433922005,148386951703574317000000000,390112028751523790716426179,0.38037010081,241725077047949473716426179,2237660743461171580000000000,0.108025793344,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,12,1,59049,177147,341158897122148999,6712982230383514740,0.0508207657065,31381059609,200000000000,0.156905298045,3411588971221489990000000000,10533024776291142349343506833,0.323894516882,7121435805069652359343506833,67129822303835147400000000000,0.106084532339,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,13,0,177147,531441,272721195194791069,6712982230383514740,0.0406259373011,282429536481,2000000000000,0.14121476824,27272119519479106900000000000,94797222986620281144091561497,0.287689013035,67525103467141174244091561497,671298223038351474000000000000,0.100588830939,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
14,1,2,12,1,3,3150859527638305139,7298076425478075582,0.431738357335,9,20,0.45,31508595276383051390,32841343914651340119,0.959418571855,1332748638268288729,72980764254780755820,0.0182616426654,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,3,11,3,9,2448383160673011121,7298076425478075582,0.335483354508,81,200,0.405,244838316067301112100,295572095231862061071,0.828353961747,50733779164560948971,729807642547807558200,0.0695166454923,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,4,10,9,27,5711624388465041453,21894229276434226746,0.260873507642,729,2000,0.3645,5711624388465041453000,7980446571260275648917,0.715702352928,2268822182795234195917,21894229276434226746000,0.103626492358,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,5,9,27,81,2305767797242675783,10947114638217113373,0.210627902735,6561,20000,0.32805,46115355944853515660000,71824019141342480840253,0.642060364989,25708663196488965180253,218942292764342267460000,0.117422097265,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,6,8,81,243,1908627759737194066,10947114638217113373,0.174349846769,59049,200000,0.295245,381725551947438813200000,646416172272082327562277,0.590525992884,264690620324643514362277,2189422927643422674600000,0.120895153231,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,7,243,729,3175939593982875935,21894229276434226746,0.145058296133,531441,2000000,0.2657205,3175939593982875935000000,5817745550448740948060493,0.545905551634,2641805956465865013060493,21894229276434226746000000,0.120662203867,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,8,6,729,2187,2675259044266435949,21894229276434226746,0.12219014474,4782969,20000000,0.23914845,26752590442664359490000000,52359709954038668532544437,0.510938476667,25607119511374309042544437,218942292764342267460000000,0.11695830526,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,9,5,2187,6561,251376994451214775,2432692141826025194,0.103332842709,43046721,200000000,0.215233605,25137699445121477500000000,52359709954038668532544437,0.480096231763,27222010508917191032544437,243269214182602519400000000,0.111900762291,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,10,4,6561,19683,212440793141392413,2432692141826025194,0.0873274466131,387420489,2000000000,0.1937102445,70813597713797471000000000,157079129862116005597633311,0.450814807645,258796596444955603792899933,2432692141826025194000000000,0.106382797887,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,11,3,19683,59049,805456701857759158,10947114638217113373,0.0735770774744,3486784401,20000000000,0.17433922005,16109134037155183160000000000,38170228556494189360224894573,0.422033994722,22061094519339006200224894573,218942292764342267460000000000,0.100762142576,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,12,2,59049,177147,436070424876756509,7298076425478075582,0.0597514193404,31381059609,200000000000,0.156905298045,43607042487675650900000000000,114510685669482568080674683719,0.380811993507,70903643181806917180674683719,729807642547807558200000000000,0.0971538787046,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,13,1,177147,531441,505440762131644597,10947114638217113373,0.0461711399611,282429536481,2000000000000,0.14121476824,1010881524263289194000000000000,3091788513076029338178216460413,0.326956879485,2080906988812740144178216460413,21894229276434226746000000000000,0.0950436282794,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,14,0,531441,1594323,136064077862342795,3649038212739037791,0.0372876549737,2541865828329,20000000000000,0.127093291416,2721281557246855900000000000000,9275365539228088014534649381239,0.293388066027,6554083981981232114534649381239,72980764254780755820000000000000,0.0898056364428,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
15,1,2,13,1,3,15350987041430553317,35286825339286580595,0.435034517666,9,20,0.45,61403948165722213268,63516285610715845071,0.96674337259,2112337444993631803,141147301357146322380,0.0149654823343,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,2,3,12,3,9,12018567110638813363,35286825339286580595,0.3405964406,81,200,0.405,480742684425552534520,571646570496442605639,0.840978865679,90903886070890071119,1411473013571463223800,0.0644035593999,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,3,4,11,9,27,3136919082033840411,11762275113095526865,0.266693224897,729,2000,0.3645,418255877604512054800,571646570496442605639,0.731668655409,460172078675791652517,4704910045238210746000,0.0978067751033,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,4,5,10,27,81,3058383088339291385,14114730135714632238,0.216680238229,6561,20000,0.32805,30583830883392913850000,46303372210211851056759,0.660509794936,15719541326818937206759,141147301357146322380000,0.111369761771,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,5,6,9,81,243,2122022821954890683,11762275113095526865,0.180409215186,59049,200000,0.295245,84880912878195627320000,138910116630635553170277,0.611049180125,54029203752439925850277,470491004523821074600000,0.114835784814,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,6,7,8,243,729,10663019668069050317,70573650678573161190,0.151090662953,531441,2000000,0.2657205,2132603933613810063400000,3750573149027159935597479,0.568607476478,1617969215413349872197479,14114730135714632238000000,0.114629837047,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,7,8,7,729,2187,603082856081486013,4704910045238210746,0.128181591206,4782969,20000000,0.23914845,2010276186938286710000000,3750573149027159935597479,0.535991729013,5220890886266619676792437,47049100452382107460000000,0.110966858794,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,8,9,6,2187,6561,7699451574641356993,70573650678573161190,0.109098105321,43046721,200000000,0.215233605,153989031492827139860000000,303796425071199954783395799,0.506882302702,149807393578372814923395799,1411473013571463223800000000,0.106135499679,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,9,10,5,6561,19683,2180904358802138753,23524550226191053730,0.0927075900637,387420489,2000000000,0.1937102445,436180871760427750600000000,911389275213599864350187397,0.478588988946,475208403453172113750187397,4704910045238210746000000000,0.101002654436,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,10,11,4,19683,59049,2773430710160367052,35286825339286580595,0.0785967760912,3486784401,20000000000,0.17433922005,11093722840641468208000000000,24607510430767196337455059719,0.450826704792,13513787590125728129455059719,141147301357146322380000000000,0.0957424439588,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,11,12,3,59049,177147,778623054211356892,11762275113095526865,0.0661966368517,31381059609,200000000000,0.156905298045,31144922168454275680000000000,73822531292301589012365179157,0.421889111945,42677609123847313332365179157,470491004523821074600000000000,0.0907086611933,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,12,13,2,177147,531441,3799494691573254371,70573650678573161190,0.0538372984115,282429536481,2000000000000,0.14121476824,759898938314650874200000000000,1993208344892142903333859837239,0.381244108405,1233309406577492029133859837239,14114730135714632238000000000000,0.087377469829,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,13,14,1,531441,1594323,986976897513142109,23524550226191053730,0.0419551867314,2541865828329,20000000000000,0.127093291416,1973953795026284218000000000000,5979625034676428710001579511717,0.330113307035,4005671239650144492001579511717,47049100452382107460000000000000,0.085138104685,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
15,14,15,0,1594323,4782969,401959812266606726,11762275113095526865,0.0341736448435,22876792454961,200000000000000,0.114383962275,16078392490664269040000000000000,53816625312087858390014215605453,0.298762555203,37738232821423589350014215605453,470491004523821074600000000000000,0.0802103174313,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k15_C.npy,fa65959e13cb445e50c92a447a924658b45aae943873e38d774a0b79aa85cda4,True,array
16,1,2,14,1,3,197128736102225824450,450055885787532737547,0.43800946133,9,20,0.45,3942574722044516489000,4050502972087794637923,0.973354358511,107928250043278148923,9001117715750654750940,0.0119905386699,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,2,3,13,3,9,155369657736746285912,450055885787532737547,0.345223032613,81,200,0.405,31073931547349257182400,36454526748790151741307,0.852402549661,5380595201440894558907,90011177157506547509400,0.0597769673873,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,3,4,12,9,27,40801660404035105586,150018628595844245849,0.271977292327,729,2000,0.3645,27201106936023403724000,36454526748790151741307,0.746165411047,27760259438300244051921,300037257191688491698000,0.0925227076735,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,4,5,11,27,81,33337506345125793992,150018628595844245849,0.222222444353,6561,20000,0.32805,666750126902515879840000,984272222217334097015289,0.677404189463,317522095314818217175289,3000372571916884916980000,0.105827555647,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,5,6,10,81,243,83694563262005311288,450055885787532737547,0.18596482327,59049,200000,0.295245,16738912652401062257600000,26575349999868020619412803,0.629866122271,9836437347466958361812803,90011177157506547509400000,0.10928017673,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,6,7,9,243,729,70499871959100867886,450055885787532737547,0.156646928049,531441,2000000,0.2657205,140999743918201735772000000,239178149998812185574715227,0.589517662541,98178406080610449802715227,900111771575065475094000000,0.109073571951,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,7,8,8,729,2187,60187331907129664168,450055885787532737547,0.133733018071,4782969,20000000,0.23914845,1203746638142593283360000000,2152603349989309670172437043,0.559205038006,948856711846716386812437043,9001117715750654750940000000,0.105415431929,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,8,9,7,2187,6561,51556577665928780138,450055885787532737547,0.114555945815,43046721,200000000,0.215233605,10311315533185756027600000000,19373430149903787031551933387,0.532240055241,9062114616718031003951933387,90011177157506547509400000000,0.100677659185,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,9,10,6,6561,19683,44133651362527954210,450055885787532737547,0.0980626023484,387420489,2000000000,0.1937102445,88267302725055908420000000000,174360871349134083283967400483,0.506233434383,86093568624078174863967400483,900111771575065475094000000000,0.0956476421516,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
