k,parent_depth,child_depth,terminal_offset,parent_node_count,child_node_count,martingale_increment_num,martingale_increment_den,martingale_increment_decimal,envelope_num,envelope_den,envelope_decimal,increment_over_envelope_num,increment_over_envelope_den,increment_over_envelope_decimal,envelope_slack_num,envelope_slack_den,envelope_slack_decimal,envelope_applies,passes_envelope,envelope_scope,source_kind,source,source_sha256,source_sha256_verified,source_sha256_kind
16,10,11,5,19683,59049,37643074764403154798,450055885787532737547,0.0836408898387,3486784401,20000000000,0.17433922005,752861495288063095960000000000,1569247842142206749555706604347,0.479759458685,816386346854143653595706604347,9001117715750654750940000000000,0.0906983302113,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,11,12,4,59049,177147,31971736222283026444,450055885787532737547,0.0710394802777,31381059609,200000000000,0.156905298045,6394347244456605288800000000000,14123230579279860746001359439123,0.452753865949,7728883334823255457201359439123,90011177157506547509400000000000,0.0858658177673,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,12,13,3,177147,531441,26985066045356992306,450055885787532737547,0.059959367042,282429536481,2000000000000,0.14121476824,53970132090713984612000000000000,127109075213518746714012234952107,0.424597000647,73138943122804762102012234952107,900111771575065475094000000000000,0.0812554011985,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,13,14,2,531441,1594323,22015571888913596416,450055885787532737547,0.0489174180011,2541865828329,20000000000000,0.127093291416,440311437778271928320000000000000,1143981676921668720426110114568963,0.384893785155,703670239143396792106110114568963,9001117715750654750940000000000000,0.0781758734154,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,14,15,1,1594323,4782969,17228048038125199972,450055885787532737547,0.0382797972034,22876792454961,200000000000000,0.114383962275,3445609607625039994400000000000000,10295835092295018483834991031120667,0.334660527945,6850225484669978489434991031120667,90011177157506547509400000000000000,0.0761041650714,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
16,15,16,0,4782969,14348907,14115198180433835740,450055885787532737547,0.0313632120503,205891132094649,2000000000000000,0.102945566047,28230396360867671480000000000000000,92662515830655166354514919280086003,0.30465821166,64432119469787494874514919280086003,900111771575065475094000000000000000,0.071582353997,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k16_C.npy,180c4856ee6cffdf08a2feedea15a17bab9f0d8bf2702808b4ae2512a41d300b,True,array
17,1,2,15,1,3,70436420778341919118,159825095942495692809,0.440709391494,9,20,0.45,1408728415566838382360,1438425863482461235281,0.979354203321,29697447915622852921,3196501918849913856180,0.00929060850566,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,2,3,14,3,9,167545216937387269052,479475287827487078427,0.349434519757,81,200,0.405,33509043387477453810400,38837498314026453352587,0.862801283351,5328454926548999542187,95895057565497415685400,0.0555654802429,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,3,4,13,9,27,398167399921286546290,1438425863482461235281,0.276807731305,729,2000,0.3645,796334799842573092580000,1048612454478714240519849,0.759417644184,252277654636141147939849,2876851726964922470562000,0.0876922686948,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,4,5,12,27,81,326957842298665552534,1438425863482461235281,0.227302532997,6561,20000,0.32805,6539156845973311050680000,9437512090308428164678641,0.69288990397,2898355244335117113998641,28768517269649224705620000,0.100747467003,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,5,6,11,81,243,91623867637467093272,479475287827487078427,0.191091949812,59049,200000,0.295245,18324773527493418654400000,28312536270925284494035923,0.647231789909,9987762743431865839635923,95895057565497415685400000,0.104153050188,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,6,7,10,243,729,8619301887196718740,53275031980831897603,0.161788769837,531441,2000000,0.2657205,17238603774393437480000000,28312536270925284494035923,0.608868227468,11073932496531847014035923,106550063961663795206000000,0.103931730163,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,7,8,9,729,2187,199755122975336236886,1438425863482461235281,0.138870641892,4782969,20000000,0.23914845,3995102459506724737720000000,6879946313834844132050729289,0.580688028259,2884843854328119394330729289,28768517269649224705620000000,0.100277808108,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,8,9,8,2187,6561,57399683521533837896,479475287827487078427,0.119713538901,43046721,200000000,0.215233605,11479936704306767579200000000,20639838941504532396152187867,0.55620282391,9159902237197764816952187867,95895057565497415685400000000,0.0955200660987,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,9,10,7,6561,19683,148317643302675319226,1438425863482461235281,0.103111079318,387420489,2000000000,0.1937102445,296635286605350638452000000000,557275651420622374696109072409,0.532295437364,260640364815271736244109072409,2876851726964922470562000000000,0.0905991651819,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,10,11,6,19683,59049,127428697130645174252,1438425863482461235281,0.0885889918735,3486784401,20000000000,0.17433922005,2548573942612903485040000000000,5015480862785601372264981651681,0.508141494771,2466906920172697887224981651681,28768517269649224705620000000000,0.0857502281765,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,11,12,5,59049,177147,12099256743660384704,159825095942495692809,0.0757031095293,31381059609,200000000000,0.156905298045,2419851348732076940800000000000,5015480862785601372264981651681,0.482476439435,2595629514053524431464981651681,31965019188499138561800000000000,0.0812021885157,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,12,13,4,177147,531441,92703220753779921704,1438425863482461235281,0.0644476876475,282429536481,2000000000000,0.14121476824,185406441507559843408000000000000,406253949885633711153463513786161,0.456380649492,220847508378073867745463513786161,2876851726964922470562000000000000,0.076767080593,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,13,14,3,531441,1594323,78509358052973914354,1438425863482461235281,0.05458005174,2541865828329,20000000000000,0.127093291416,1570187161059478287080000000000000,3656285548970703400381171624075449,0.429448723309,2086098387911225113301171624075449,28768517269649224705620000000000000,0.0725132396765,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,14,15,2,1594323,4782969,21407783618965470562,479475287827487078427,0.0446483565732,22876792454961,200000000000000,0.114383962275,4281556723793094112400000000000000,10968856646912110201143514872226347,0.390337558564,6687299923119016088743514872226347,95895057565497415685400000000000000,0.0697356057016,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,15,16,1,4782969,14348907,50568431321836689226,1438425863482461235281,0.0351553963299,205891132094649,2000000000000000,0.102945566047,101136862643673378452000000000000000,296159129466626975430874901550111369,0.341495002453,195022266822953596978874901550111369,2876851726964922470562000000000000000,0.0677901697175,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
17,16,17,0,14348907,43046721,41615920161071510812,1438425863482461235281,0.0289315711137,1853020188851841,20000000000000000,0.0926510094426,832318403221430216240000000000000000,2665432165199642778877874113951002321,0.312263960077,1833113761978212562637874113951002321,28768517269649224705620000000000000000,0.0637194383289,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k17_C.npy,72da89e5733d56855d7514107b690c9127ca243ac65f6ad2873c9eeff0a770d2,True,array
18,1,2,16,1,3,51934870620455404358,117196628399771085219,0.4431430437,9,20,0.45,1038697412409108087160,1054769655597939766971,0.984762319333,16072243188831679811,2343932567995421704380,0.00685695629997,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,2,3,15,3,9,1614521866826519439538,4570668507591072323541,0.353235388684,81,200,0.405,322904373365303887907600,370224149114876858206821,0.8721861449,47319775749572970299221,914133701518214464708200,0.0517646113156,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,3,4,14,9,27,1285149712294965484934,4570668507591072323541,0.281173248544,729,2000,0.3645,2570299424589930969868000,3332017342033891723861389,0.771394371862,761717917443960753993389,9141337015182144647082000,0.0833267514565,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,4,5,13,27,81,1059925369548623387768,4570668507591072323541,0.231897230742,6561,20000,0.32805,21198507390972467755360000,29988156078305025514752501,0.706895993726,8789648687332557759392501,91413370151821446470820000,0.0961527692583,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,5,6,12,81,243,298220358409111643524,1523556169197024107847,0.195739654657,59049,200000,0.295245,59644071681822328704800000,89964468234915076544257503,0.662973647841,30320396553092747839457503,304711233839404821569400000,0.099505345343,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,6,7,11,243,729,760886185651635268786,4570668507591072323541,0.166471531328,531441,2000000,0.2657205,1521772371303270537572000000,2429040642342707066694952581,0.626491111254,907268271039436529122952581,9141337015182144647082000000,0.0992489686719,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,7,8,10,729,2187,656132700956977906282,4570668507591072323541,0.143552896008,4782969,20000000,0.23914845,13122654019139558125640000000,21861365781084363600254573229,0.600266888654,8738711761944805474614573229,91413370151821446470820000000,0.0955955539921,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,8,9,9,2187,6561,568495161466252267340,4570668507591072323541,0.124378996316,43046721,200000000,0.215233605,113699032293250453468000000000,196752292029759272402291159061,0.577879073836,83053259736508818934291159061,914133701518214464708200000000,0.0908546086842,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,9,10,8,6561,19683,492612895751082325378,4570668507591072323541,0.107776990375,387420489,2000000000,0.1937102445,985225791502164650756000000000,1770770628267833451620620431549,0.556382501367,785544836765668800864620431549,9141337015182144647082000000000,0.0859332541248,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,10,11,7,19683,59049,141898281537381430702,1523556169197024107847,0.0931362324581,3486784401,20000000000,0.17433922005,2837965630747628614040000000000,5312311884803500354861861294647,0.534224212036,2474346254055871740821861294647,30471123383940482156940000000000,0.0812029875919,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,11,12,6,59049,177147,366422133867897214894,4570668507591072323541,0.0801681708615,31381059609,200000000000,0.156905298045,73284426773579442978800000000000,143432420889694509581270254955469,0.510933485742,70147994116115066602470254955469,914133701518214464708200000000000,0.0767371271835,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,12,13,5,177147,531441,314030196744279690268,4570668507591072323541,0.0687055287914,282429536481,2000000000000,0.14121476824,628060393488559380536000000000000,1290891788007250586231432294599221,0.486532178238,662831394518691205695432294599221,9141337015182144647082000000000000,0.0725092394491,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,13,14,4,531441,1594323,6870208053154824080,117196628399771085219,0.0586212090481,2541865828329,20000000000000,0.127093291416,137404161063096481600000000000000,297898104924750135284176683369051,0.461245502377,160493943861653653684176683369051,2343932567995421704380000000000000,0.0684720823684,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,14,15,3,1594323,4782969,227524542386250209882,4570668507591072323541,0.0497792701458,22876792454961,200000000000000,0.114383962275,45504908477250041976400000000000000,104562234828587297484746015862536901,0.43519449017,59057326351337255508346015862536901,914133701518214464708200000000000000,0.064604692129,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,15,16,2,4782969,14348907,186590965033882926574,4570668507591072323541,0.0408235610883,205891132094649,2000000000000000,0.102945566047,373181930067765853148000000000000000,941060113457285677362714142762832109,0.396554826553,567878183389519824214714142762832109,9141337015182144647082000000000000000,0.0621220049591,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,16,17,1,14348907,43046721,147579888458165396098,4570668507591072323541,0.0322884690091,1853020188851841,20000000000000000,0.0926510094426,2951597769163307921960000000000000000,8469541021115571096264427284865488981,0.348495598735,5517943251952263174304427284865488981,91413370151821446470820000000000000000,0.0603625404335,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
18,17,18,0,43046721,129140163,122146422109589462870,4570668507591072323541,0.0267239730702,16677181699666569,200000000000000000,0.0833859084983,24429284421917892574000000000000000000,76225869190040139866379845563789400829,0.320485481917,51796584768122247292379845563789400829,914133701518214464708200000000000000000,0.0566619354282,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k18_C.npy,e3d998ff0e34ae16ec7f2a53be4f48bcedc3b106f5b7316f3b558e97c34522ef,True,array
19,1,2,17,1,3,34252086821381135562,76907619260135834267,0.445366624931,9,20,0.45,228347245475874237080,230722857780407502801,0.989703610958,7126836913599797163,1538152385202716685340,0.00463337506879,False,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,2,3,16,3,9,246908834557100826950,692168573341222508403,0.356717776661,81,200,0.405,49381766911420165390000,56065654440639023180643,0.880784633732,6683887529218857790643,138433714668244501680600,0.0482822233387,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,3,4,15,9,27,4145307590550742576672,14535540040165672676463,0.285184284801,729,2000,0.3645,8290615181101485153344000,10596408689280775381141527,0.78239858656,2305793508179290227797527,29071080080331345352926000,0.079315715199,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,4,5,14,27,81,1144074331421663940502,4845180013388557558821,0.236126279779,6561,20000,0.32805,22881486628433278810040000,31789226067842326143424581,0.719787470749,8907739439409047333384581,96903600267771151176420000,0.0919237202209,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,5,6,13,81,243,969140780101495581464,4845180013388557558821,0.200021625084,59049,200000,0.295245,193828156020299116292800000,286103034610580935290821229,0.677476756876,92274878590281818998021229,969036002677711511764200000,0.0952233749162,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,6,7,12,243,729,2482778186547539631208,14535540040165672676463,0.170807426466,531441,2000000,0.2657205,4965556373095079262416000000,7724781934485685252852173183,0.642808614561,2759225561390605990436173183,29071080080331345352926000000,0.0949130735345,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,7,8,11,729,2187,307129985539058461348,2076505720023667525209,0.147907122324,4782969,20000000,0.23914845,6142599710781169226960000000,9931862487195881039381365521,0.618474099767,3789262776414711812421365521,41530114400473350504180000000,0.0912413276755,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,8,9,10,2187,6561,1871161968174358539296,14535540040165672676463,0.128730130632,43046721,200000000,0.215233605,374232393634871707859200000000,625707336693340505481026027823,0.598094942617,251474943058468797621826027823,2907108008033134535292600000000,0.0865034743682,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,9,10,9,6561,19683,1629591636477638377876,14535540040165672676463,0.112110842251,387420489,2000000000,0.1937102445,3259183272955276755752000000000,5631366030240064549329234250407,0.578755359793,2372182757284787793577234250407,29071080080331345352926000000000,0.0815994022489,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,10,11,8,19683,59049,472232294793284210162,4845180013388557558821,0.0974643446659,3486784401,20000000000,0.17433922005,9444645895865684203240000000000,16894098090720193647987702751221,0.559050021206,7449452194854509444747702751221,96903600267771151176420000000000,0.0768748753841,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,11,12,7,59049,177147,408949524480797116456,4845180013388557558821,0.0844033706386,31381059609,200000000000,0.156905298045,81789904896159423291200000000000,152046882816481742831889324760989,0.537925562044,70256977920322319540689324760989,969036002677711511764200000000000,0.0725019274064,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,12,13,6,177147,531441,352787354348557458200,4845180013388557558821,0.0728120221279,282429536481,2000000000000,0.14121476824,705574708697114916400000000000000,1368421945348335685487003922848901,0.515611950755,662847236651220769087003922848901,9690360026777115117642000000000000,0.0684027461126,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,13,14,5,531441,1594323,909365111865946934936,14535540040165672676463,0.0625614947469,2541865828329,20000000000000,0.127093291416,18187302237318938698720000000000000,36947392524405063508149105916920327,0.492248599825,18760090287086124809429105916920327,290710800803313453529260000000000000,0.0645317966696,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,14,15,4,1594323,4782969,86360491251020133404,1615060004462852519607,0.053472001667,22876792454961,200000000000000,0.114383962275,17272098250204026680800000000000000,36947392524405063508149105916920327,0.467478137701,19675294274201036827349105916920327,323012000892570503921400000000000000,0.0609119606078,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,15,16,3,4782969,14348907,24492932312159536954,538353334820950839869,0.0454960167012,205891132094649,2000000000000000,0.102945566047,48985864624319073908000000000000000,110842177573215190524447317750760981,0.441942459963,61856312948896116616447317750760981,1076706669641901679738000000000000000,0.0574495493461,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,16,17,2,14348907,43046721,181211881591481405834,4845180013388557558821,0.0374004435523,1853020188851841,20000000000000000,0.0926510094426,3624237631829628116680000000000000000,8978216383430430432480232737811639461,0.403670114091,5353978751600802315800232737811639461,96903600267771151176420000000000000000,0.0552505658903,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,17,18,1,43046721,129140163,61619560350897373532,2076505720023667525209,0.0296746403136,16677181699666569,200000000000000000,0.0833859084983,12323912070179474706400000000000000000,34630263193231660239566611988702037921,0.355871163942,22306351123052185533166611988702037921,415301144004733505041800000000000000000,0.0537112681847,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
19,18,19,0,129140163,387420489,358970796395655420974,14535540040165672676463,0.0246960756466,150094635296999121,2000000000000000000,0.0750473176485,717941592791310841948000000000000000000,2181706581173594595092696555288228389023,0.329073395564,1463764988382283753144696555288228389023,29071080080331345352926000000000000000000,0.0503512420019,True,True,post_hoc_k12_through_float_k20,exact_feasible_certificate,cert_k19_C.npy,052c7e75907c99ec4c05dca550adcf23e4dad264175d3f559f4b5a9da5b4d517,True,array
